bug_id,bug_key,group,run_id,selected_attempt_id,patch_hash,unique_patch_id,duplicate_group_size,plausible,developer_patch_available,evidence_stratum,defect_category,root_cause_related,semantic_equivalent,overfitting_risk,final_correctness,correctness_type,developer_patch_mechanism,generated_patch_mechanism,correctness_reason,audit_status,reviewer,second_review_required,second_reviewer,second_review_reason,correctness_basis
Closure-49,Closure-49,A,stage2_mve_formal_20260825T210517,1,ca1202c73b8377ba698ae774e491231961df672fefcc5d2e723928b3e8a3bbe4,not_applicable,0,false,true,supporting,CONTROL_LOGIC,not_reviewed,no,not_applicable,incorrect,mechanical_failure,not_reviewed_due_to_mechanical_failure,failed_frozen_functional_oracle,Selected primary patch failed the frozen full-test/plausibility oracle and therefore cannot count as a correct repair.,complete,mechanical oracle,false,,,mechanical_failure
Closure-49,Closure-49,R,stage2_mve_formal_20260825T210517,2,379297173de99540576961a73a6af926f57bff1930009cb691835c0a1937976e,not_applicable,0,false,true,supporting,CONTROL_LOGIC,not_reviewed,no,not_applicable,incorrect,mechanical_failure,not_reviewed_due_to_mechanical_failure,failed_frozen_functional_oracle,Selected primary patch failed the frozen full-test/plausibility oracle and therefore cannot count as a correct repair.,complete,mechanical oracle,false,,,mechanical_failure
Closure-49,Closure-49,C,stage2_mve_formal_20260825T210517,1,28325e1626713945ce3e4423653591c6f2c8309bbafbc98da3bb80294dbe7735,not_applicable,0,false,true,supporting,CONTROL_LOGIC,not_reviewed,no,not_applicable,incorrect,mechanical_failure,not_reviewed_due_to_mechanical_failure,failed_frozen_functional_oracle,Selected primary patch failed the frozen full-test/plausibility oracle and therefore cannot count as a correct repair.,complete,mechanical oracle,false,,,mechanical_failure
JacksonDatabind-29,JacksonDatabind-29,A,stage2_mve_formal_20260825T210517,1,e21ba8b908582fa7fdcbe1546a14d541a104645f60c317781eccb17d1246561a,UP-21,1,true,true,supporting,CONTROL_LOGIC,yes,yes,no,correct,developer_equivalent,Handle VALUE_NULL before constructing a polymorphic wrapper array: return null in _deserialize and set the bean property to null in _deserializeAndSet.,Both generated variants implement the same early null handling in both affected methods.,The generated patches cover both developer-modified paths and preserve non-null polymorphic deserialization while correctly handling explicit JSON null values.,complete,Codex developer-patch-grounded forensic audit,false,,,developer_patch+buggy_source+patched_source+fixed_source+trigger_and_full_test_logs
JacksonDatabind-29,JacksonDatabind-29,R,stage2_mve_formal_20260825T210517,3,d1d71c94210eb9c93386d7eb4e48747ef82e7f1fe02ba05e5cb7eb9da299932b,UP-20,1,true,true,supporting,CONTROL_LOGIC,yes,yes,no,correct,developer_equivalent,Handle VALUE_NULL before constructing a polymorphic wrapper array: return null in _deserialize and set the bean property to null in _deserializeAndSet.,Both generated variants implement the same early null handling in both affected methods.,The generated patches cover both developer-modified paths and preserve non-null polymorphic deserialization while correctly handling explicit JSON null values.,complete,Codex developer-patch-grounded forensic audit,false,,,developer_patch+buggy_source+patched_source+fixed_source+trigger_and_full_test_logs
JacksonDatabind-29,JacksonDatabind-29,C,stage2_mve_formal_20260825T210517,2,62ffc08f3e0e1e470697296e473d8057cc381262f540d7deb7f2760e6582c46d,not_applicable,0,false,true,supporting,CONTROL_LOGIC,not_reviewed,no,not_applicable,incorrect,mechanical_failure,not_reviewed_due_to_mechanical_failure,failed_frozen_functional_oracle,Selected primary patch failed the frozen full-test/plausibility oracle and therefore cannot count as a correct repair.,complete,mechanical oracle,false,,,mechanical_failure
JacksonDatabind-75,JacksonDatabind-75,A,stage2_mve_formal_20260825T210517,1,e5553719021dcfbef89adc5bf67875622b7954d897685dae0def9aec0b7eb137,not_applicable,0,false,true,supporting,NULL,not_reviewed,no,not_applicable,incorrect,mechanical_failure,not_reviewed_due_to_mechanical_failure,failed_frozen_functional_oracle,Selected primary patch failed the frozen full-test/plausibility oracle and therefore cannot count as a correct repair.,complete,mechanical oracle,false,,,mechanical_failure
JacksonDatabind-75,JacksonDatabind-75,R,stage2_mve_formal_20260825T210517,1,9abcdab61d68384ac81ce18aaa6629651a97f3deb4025e47f109a3214de9a98f,not_applicable,0,false,true,supporting,NULL,not_reviewed,no,not_applicable,incorrect,mechanical_failure,not_reviewed_due_to_mechanical_failure,failed_frozen_functional_oracle,Selected primary patch failed the frozen full-test/plausibility oracle and therefore cannot count as a correct repair.,complete,mechanical oracle,false,,,mechanical_failure
JacksonDatabind-75,JacksonDatabind-75,C,stage2_mve_formal_20260825T210517,1,7753e79235cd5026e0d4955ebde94130b6e69cd146060e070bd8cc050e705311,not_applicable,0,false,true,supporting,NULL,not_reviewed,no,not_applicable,incorrect,mechanical_failure,not_reviewed_due_to_mechanical_failure,failed_frozen_functional_oracle,Selected primary patch failed the frozen full-test/plausibility oracle and therefore cannot count as a correct repair.,complete,mechanical oracle,false,,,mechanical_failure
Jsoup-41,Jsoup-41,A,stage2_mve_formal_20260825T210517,1,70d1a17e0bce52c8f881f62a3109fc6e0083f3691e45f238ee418abecacf3294,UP-12,1,true,true,supporting,CONTROL_LOGIC,yes,yes,no,correct,developer_equivalent,"After Node equality succeeds, compare Element tags instead of redundantly testing object identity again.","All generated variants replace this == o with tag.equals(element.tag), exactly as the developer patch.",The generated patches restore value-based Element equality consistently with the existing hashCode implementation and are semantically identical to the developer repair.,complete,Codex developer-patch-grounded forensic audit,false,,,developer_patch+buggy_source+patched_source+fixed_source+trigger_and_full_test_logs
Jsoup-41,Jsoup-41,R,stage2_mve_formal_20260825T210517,1,e3c6df11c5ea2ba931a3c0c6c7f407f1afc9e117f96c13dfe36a796f10241da7,UP-23,1,true,true,supporting,CONTROL_LOGIC,yes,yes,no,correct,developer_equivalent,"After Node equality succeeds, compare Element tags instead of redundantly testing object identity again.","All generated variants replace this == o with tag.equals(element.tag), exactly as the developer patch.",The generated patches restore value-based Element equality consistently with the existing hashCode implementation and are semantically identical to the developer repair.,complete,Codex developer-patch-grounded forensic audit,false,,,developer_patch+buggy_source+patched_source+fixed_source+trigger_and_full_test_logs
Jsoup-41,Jsoup-41,C,stage2_mve_formal_20260825T210517,1,ac456a4f135226531415bbd39331d0921d964afc893e3538abbfe62ca097a6bb,UP-16,1,true,true,supporting,CONTROL_LOGIC,yes,yes,no,correct,developer_equivalent,"After Node equality succeeds, compare Element tags instead of redundantly testing object identity again.","All generated variants replace this == o with tag.equals(element.tag), exactly as the developer patch.",The generated patches restore value-based Element equality consistently with the existing hashCode implementation and are semantically identical to the developer repair.,complete,Codex developer-patch-grounded forensic audit,false,,,developer_patch+buggy_source+patched_source+fixed_source+trigger_and_full_test_logs
Mockito-1,Mockito-1,A,stage2_mve_formal_20260825T210517,1,36c95f38628bf5ab2ace9948a3e68ec3e075bf4a6f97470206fbc17df5b527ca,not_applicable,0,false,true,supporting,CONTROL_LOGIC,not_reviewed,no,not_applicable,incorrect,mechanical_failure,not_reviewed_due_to_mechanical_failure,failed_frozen_functional_oracle,Selected primary patch failed the frozen full-test/plausibility oracle and therefore cannot count as a correct repair.,complete,mechanical oracle,false,,,mechanical_failure
Mockito-1,Mockito-1,R,stage2_mve_formal_20260825T210517,1,00f1aebb6667e94dc335aa44f233c7da249134e8036d54dc55618af2f376dc0b,not_applicable,0,false,true,supporting,CONTROL_LOGIC,not_reviewed,no,not_applicable,incorrect,mechanical_failure,not_reviewed_due_to_mechanical_failure,failed_frozen_functional_oracle,Selected primary patch failed the frozen full-test/plausibility oracle and therefore cannot count as a correct repair.,complete,mechanical oracle,false,,,mechanical_failure
Mockito-1,Mockito-1,C,stage2_mve_formal_20260825T210517,1,f2e2640b7048f62380e4232d6f1a0673710a440042019acd37d446fbadf09a4d,not_applicable,0,false,true,supporting,CONTROL_LOGIC,not_reviewed,no,not_applicable,incorrect,mechanical_failure,not_reviewed_due_to_mechanical_failure,failed_frozen_functional_oracle,Selected primary patch failed the frozen full-test/plausibility oracle and therefore cannot count as a correct repair.,complete,mechanical oracle,false,,,mechanical_failure
